op,n,radix,Logical qubits,Physical qubits,Logical depth,"Runtime, seconds"
QuantumArithmetic.WBC2023.AddWithOp,5793,10,50250,53362500,123073,1.1322716
QuantumArithmetic.WBC2023.AddWithOp,5793,25,48152,51142816,114829,1.0564268
QuantumArithmetic.WBC2023.AddWithOp,5793,50,47457,50407506,111801,1.0285692
QuantumArithmetic.WBC2023.AddWithOp,5793,100,47112,50042496,109707,1.0093044
QuantumArithmetic.WBC2023.AddWithOp,5793,250,47311,50253038,109745,1.009654
QuantumArithmetic.WBC2023.AddWithOp,6889,3,69380,73602040,183340,1.686728
QuantumArithmetic.WBC2023.AddWithOp,6889,5,63847,67748126,162195,1.492194
QuantumArithmetic.WBC2023.AddWithOp,6889,10,59700,63360600,146308,1.3460336
QuantumArithmetic.WBC2023.AddWithOp,6889,25,57234,60751572,136749,1.2580908
QuantumArithmetic.WBC2023.AddWithOp,6889,50,56406,59875548,133215,1.225578
QuantumArithmetic.WBC2023.AddWithOp,6889,100,55995,59440710,130868,1.2039856
QuantumArithmetic.WBC2023.AddWithOp,6889,250,55949,59392042,129125,1.18795
QuantumArithmetic.WBC2023.AddWithOp,8192,3,82454,103283500,218063,2.18063
QuantumArithmetic.WBC2023.AddWithOp,8192,5,75884,80501272,192967,1.7752964
QuantumArithmetic.WBC2023.AddWithOp,8192,10,70964,75277912,174150,1.60218
QuantumArithmetic.WBC2023.AddWithOp,8192,25,68005,72147290,162634,1.4962328
QuantumArithmetic.WBC2023.AddWithOp,8192,50,67021,71106218,158502,1.4582184
QuantumArithmetic.WBC2023.AddWithOp,8192,100,66531,70587798,155856,1.4338752
QuantumArithmetic.WBC2023.AddWithOp,8192,250,66341,70386778,153169,1.4091548
QuantumArithmetic.WBC2023.AddWithOp,9742,3,98006,122723500,259380,2.5938
QuantumArithmetic.WBC2023.AddWithOp,9742,5,90192,112938000,229527,2.29527
QuantumArithmetic.WBC2023.AddWithOp,9742,10,84340,105623000,207145,2.07145
QuantumArithmetic.WBC2023.AddWithOp,9742,25,80826,85729908,193530,1.780476
QuantumArithmetic.WBC2023.AddWithOp,9742,50,79656,84474048,188685,1.735902
QuantumArithmetic.WBC2023.AddWithOp,9742,100,79174,83964092,186474,1.7155608
QuantumArithmetic.WBC2023.AddWithOp,9742,250,78721,83484818,181937,1.6738204
QuantumArithmetic.WBC2023.AddWithOp,11585,3,116490,145828500,308523,3.08523
QuantumArithmetic.WBC2023.AddWithOp,11585,5,107196,134193000,273000,2.73
QuantumArithmetic.WBC2023.AddWithOp,11585,10,100239,125496750,246386,2.46386
QuantumArithmetic.WBC2023.AddWithOp,11585,25,96073,120289250,230301,2.30301
QuantumArithmetic.WBC2023.AddWithOp,11585,50,94681,118549250,224605,2.24605
QuantumArithmetic.WBC2023.AddWithOp,11585,100,93987,117681750,221177,2.21177
QuantumArithmetic.WBC2023.AddWithOp,11585,250,93876,117543000,219630,2.1963
QuantumArithmetic.WBC2023.AddWithOp,13777,3,138476,173311000,367000,3.67
QuantumArithmetic.WBC2023.AddWithOp,13777,5,127427,159481750,324753,3.24753
QuantumArithmetic.WBC2023.AddWithOp,13777,10,119140,149123000,293019,2.93019
QuantumArithmetic.WBC2023.AddWithOp,13777,25,114211,142961750,274121,2.74121
QuantumArithmetic.WBC2023.AddWithOp,13777,50,112554,140890500,267413,2.67413
QuantumArithmetic.WBC2023.AddWithOp,13777,100,111728,139858000,263479,2.63479
QuantumArithmetic.WBC2023.AddWithOp,13777,250,111636,139743000,262393,2.62393
QuantumArithmetic.WBC2023.AddWithOp,16384,3,164611,205979750,436500,4.365
QuantumArithmetic.WBC2023.AddWithOp,16384,5,151470,189535500,386237,3.86237
QuantumArithmetic.WBC2023.AddWithOp,16384,10,141628,177233000,348583,3.48583
QuantumArithmetic.WBC2023.AddWithOp,16384,25,135736,169868000,325914,3.25914
QuantumArithmetic.WBC2023.AddWithOp,16384,50,133767,167406750,318010,3.1801
QuantumArithmetic.WBC2023.AddWithOp,16384,100,132784,166178000,313478,3.13478
QuantumArithmetic.WBC2023.AddWithOp,16384,250,132401,165699250,310484,3.10484
QuantumArithmetic.WBC2023.AddWithOp,19484,3,195678,244813500,519123,5.19123
QuantumArithmetic.WBC2023.AddWithOp,19484,5,180058,225270500,459377,4.59377
QuantumArithmetic.WBC2023.AddWithOp,19484,10,168354,210640500,414593,4.14593
QuantumArithmetic.WBC2023.AddWithOp,19484,25,161349,201884250,387686,3.87686
QuantumArithmetic.WBC2023.AddWithOp,19484,50,159007,198956750,378356,3.78356
QuantumArithmetic.WBC2023.AddWithOp,19484,100,157838,197495500,373111,3.73111
QuantumArithmetic.WBC2023.AddWithOp,19484,250,157134,196615500,368020,3.6802
QuantumArithmetic.WBC2023.AddWithOp,23170,3,232622,290993500,617440,6.1744
QuantumArithmetic.WBC2023.AddWithOp,23170,5,214045,267754250,546366,5.46366
QuantumArithmetic.WBC2023.AddWithOp,23170,10,200116,250343000,493035,4.93035
QuantumArithmetic.WBC2023.AddWithOp,23170,25,191765,239904250,460885,4.60885
QuantumArithmetic.WBC2023.AddWithOp,23170,50,189033,236489250,450256,4.50256
QuantumArithmetic.WBC2023.AddWithOp,23170,100,187642,234750500,444160,4.4416
QuantumArithmetic.WBC2023.AddWithOp,23170,250,186912,233838000,439423,4.39423
QuantumArithmetic.WBC2023.AddWithOp,27554,3,276547,403403526,734343,7.9309044
QuantumArithmetic.WBC2023.AddWithOp,27554,5,254462,318275500,649829,6.49829
QuantumArithmetic.WBC2023.AddWithOp,27554,10,237911,297586750,586484,5.86484
QuantumArithmetic.WBC2023.AddWithOp,27554,25,228006,285205500,548505,5.48505
QuantumArithmetic.WBC2023.AddWithOp,27554,50,224746,281130500,535852,5.35852
QuantumArithmetic.WBC2023.AddWithOp,27554,100,223090,279060500,528744,5.28744
QuantumArithmetic.WBC2023.AddWithOp,27554,250,222401,278199250,524969,5.24969
QuantumArithmetic.WBC2023.AddWithOp,32768,3,328780,479595240,873363,9.4323204
QuantumArithmetic.WBC2023.AddWithOp,32768,5,302524,441277992,772880,8.347104
QuantumArithmetic.WBC2023.AddWithOp,32768,10,282829,412544682,697469,7.5326652
QuantumArithmetic.WBC2023.AddWithOp,32768,25,271023,395331534,652111,7.0427988
QuantumArithmetic.WBC2023.AddWithOp,32768,50,267137,389665746,637066,6.8803128
QuantumArithmetic.WBC2023.AddWithOp,32768,100,265169,386796402,628762,6.7906296
QuantumArithmetic.WBC2023.AddWithOp,32768,250,264398,330695500,625114,6.25114
QuantumArithmetic.WBC2023.AddWithOp,38968,3,390884,570142872,1038680,11.217744
QuantumArithmetic.WBC2023.AddWithOp,38968,5,359661,524619738,919180,9.927144
QuantumArithmetic.WBC2023.AddWithOp,38968,10,336243,490422294,829509,8.9586972
QuantumArithmetic.WBC2023.AddWithOp,38968,25,322207,469957806,775635,8.376858
QuantumArithmetic.WBC2023.AddWithOp,38968,50,317577,463207266,757738,8.1835704
QuantumArithmetic.WBC2023.AddWithOp,38968,100,315236,459794088,748008,8.0784864
QuantumArithmetic.WBC2023.AddWithOp,38968,250,313830,457744140,740226,7.9944408
QuantumArithmetic.WBC2023.AddWithOp,46341,3,464721,677797218,1235266,13.3408728
QuantumArithmetic.WBC2023.AddWithOp,46341,5,427611,623690838,1093264,11.8072512
QuantumArithmetic.WBC2023.AddWithOp,46341,10,399776,583107408,986702,10.6563816
QuantumArithmetic.WBC2023.AddWithOp,46341,25,383061,558736938,922479,9.9627732
QuantumArithmetic.WBC2023.AddWithOp,46341,50,377494,550620252,900798,9.7286184
QuantumArithmetic.WBC2023.AddWithOp,46341,100,374814,546712812,890169,9.6138252
QuantumArithmetic.WBC2023.AddWithOp,46341,250,373350,544578300,883035,9.536778
QuantumArithmetic.WBC2023.AddWithOp,55109,3,552528,805985664,1469103,15.8663124
QuantumArithmetic.WBC2023.AddWithOp,55109,5,508382,741472956,1300087,14.0409396
QuantumArithmetic.WBC2023.AddWithOp,55109,10,475272,693180576,1173294,12.6715752
QuantumArithmetic.WBC2023.AddWithOp,55109,25,455441,664266978,1097296,11.8507968
QuantumArithmetic.WBC2023.AddWithOp,55109,50,448871,654687918,1071970,11.577276
QuantumArithmetic.WBC2023.AddWithOp,55109,100,445663,650010654,1059317,11.4406236
QuantumArithmetic.WBC2023.AddWithOp,55109,250,443778,647262324,1050144,11.3415552
QuantumArithmetic.WBC2023.AddWithOp,65536,3,656935,958211070,1747160,18.869328
QuantumArithmetic.WBC2023.AddWithOp,65536,5,604446,881682108,1546206,16.6990248
QuantumArithmetic.WBC2023.AddWithOp,65536,10,565075,824279190,1395424,15.0705792
QuantumArithmetic.WBC2023.AddWithOp,65536,25,541473,789701634,1304928,14.0932224
QuantumArithmetic.WBC2023.AddWithOp,65536,50,533600,778222800,1274415,13.763682
QuantumArithmetic.WBC2023.AddWithOp,65536,100,529767,772634286,1259370,13.601196
QuantumArithmetic.WBC2023.AddWithOp,65536,250,527714,769641012,1250411,13.5044388
QuantumArithmetic.WBC2023.AddWithOp,77936,3,781075,1139207190,2077783,22.4400564
QuantumArithmetic.WBC2023.AddWithOp,77936,5,718665,1048213410,1838826,19.8593208
QuantumArithmetic.WBC2023.AddWithOp,77936,10,671849,979955682,1659524,17.9228592
QuantumArithmetic.WBC2023.AddWithOp,77936,25,643784,939003592,1551956,16.7611248
QuantumArithmetic.WBC2023.AddWithOp,77936,50,634423,925355254,1515739,16.3699812
QuantumArithmetic.WBC2023.AddWithOp,77936,100,629845,918680530,1497842,16.1766936
QuantumArithmetic.WBC2023.AddWithOp,77936,250,627033,914580634,1484678,16.0345224
QuantumArithmetic.WBC2023.AddWithOp,92682,3,928691,1562458102,2470986,28.6634376
QuantumArithmetic.WBC2023.AddWithOp,92682,5,854484,1437641928,2186871,25.3677036
QuantumArithmetic.WBC2023.AddWithOp,92682,10,798827,1165089606,1973727,21.3162516
QuantumArithmetic.WBC2023.AddWithOp,92682,25,765439,1116376582,1845704,19.9336032
QuantumArithmetic.WBC2023.AddWithOp,92682,50,754307,1100146126,1802702,19.4691816
QuantumArithmetic.WBC2023.AddWithOp,92682,100,748742,1092032356,1780621,19.2307068
QuantumArithmetic.WBC2023.AddWithOp,92682,250,745508,1087317184,1766293,19.0759644
QuantumArithmetic.WBC2023.AddWithOp,110218,3,1104233,1857719746,2938660,34.088456
QuantumArithmetic.WBC2023.AddWithOp,110218,5,1015973,1709266426,2600640,30.167424
QuantumArithmetic.WBC2023.AddWithOp,110218,10,949779,1597928118,2347094,27.2262904
QuantumArithmetic.WBC2023.AddWithOp,110218,25,910075,1531112670,2194895,25.460782
QuantumArithmetic.WBC2023.AddWithOp,110218,50,896890,1508935500,2144223,24.8729868
QuantumArithmetic.WBC2023.AddWithOp,110218,100,890373,1497973906,2118897,24.5792052
QuantumArithmetic.WBC2023.AddWithOp,110218,250,886300,1491123120,2100511,24.3659276
QuantumArithmetic.WBC2023.AddWithOp,131072,3,1312959,2208796878,3494743,40.5390188
QuantumArithmetic.WBC2023.AddWithOp,131072,5,1208016,2032282752,3092815,35.876654
QuantumArithmetic.WBC2023.AddWithOp,131072,10,1129313,1899904306,2791374,32.3799384
QuantumArithmetic.WBC2023.AddWithOp,131072,25,1082072,1820411624,2610199,30.2783084
QuantumArithmetic.WBC2023.AddWithOp,131072,50,1066383,1794022726,2549936,29.5792576
QuantumArithmetic.WBC2023.AddWithOp,131072,100,1058513,1780785386,2519023,29.2206668
QuantumArithmetic.WBC2023.AddWithOp,131072,250,1054101,1773364402,2501025,29.01189
QuantumArithmetic.WBC2023.AddWithOp,155872,3,1561166,2626281052,4156060,48.210296
QuantumArithmetic.WBC2023.AddWithOp,155872,5,1436372,2416377544,3678075,42.66567
QuantumArithmetic.WBC2023.AddWithOp,155872,10,1342783,2258960846,3319594,38.5072904
QuantumArithmetic.WBC2023.AddWithOp,155872,25,1286614,2164451268,3104235,36.009126
QuantumArithmetic.WBC2023.AddWithOp,155872,50,1267948,2133055056,3032564,35.1777424
QuantumArithmetic.WBC2023.AddWithOp,155872,100,1258589,2117313218,2995947,34.7529852
QuantumArithmetic.WBC2023.AddWithOp,155872,250,1253172,2108201824,2973622,34.4940152
QuantumArithmetic.WBC2023.AddWithOp,185364,3,1856304,3122703168,4942466,57.3326056
QuantumArithmetic.WBC2023.AddWithOp,185364,5,1707915,2873112870,4374105,50.739618
QuantumArithmetic.WBC2023.AddWithOp,185364,10,1596625,2685923090,3947797,45.7944452
QuantumArithmetic.WBC2023.AddWithOp,185364,25,1529845,2573565810,3691791,42.8247756
QuantumArithmetic.WBC2023.AddWithOp,185364,50,1507637,2536211954,3606550,41.83598
QuantumArithmetic.WBC2023.AddWithOp,185364,100,1496508,2517492976,3563148,41.3325168
QuantumArithmetic.WBC2023.AddWithOp,185364,250,1490037,2506608754,3536832,41.0272512
QuantumArithmetic.WBC2023.AddWithOp,220436,3,2207277,3713039754,5877763,68.1820508
QuantumArithmetic.WBC2023.AddWithOp,220436,5,2030816,3416232352,5201786,60.3407176
QuantumArithmetic.WBC2023.AddWithOp,220436,10,1898461,3193611242,4694734,54.4589144
QuantumArithmetic.WBC2023.AddWithOp,220436,25,1819073,3060047306,4390516,50.9299856
QuantumArithmetic.WBC2023.AddWithOp,220436,50,1792603,3015524766,4288749,49.7494884
QuantumArithmetic.WBC2023.AddWithOp,220436,100,1779471,2993436742,4238077,49.1616932
QuantumArithmetic.WBC2023.AddWithOp,220436,250,1771529,2980078298,4205268,48.7811088
QuantumArithmetic.WBC2023.AddWithOp,262144,3,2624628,5044901536,6989980,86.675752
QuantumArithmetic.WBC2023.AddWithOp,262144,5,2414779,4062058118,6186053,71.7582148
QuantumArithmetic.WBC2023.AddWithOp,262144,10,2257404,3797353368,5583151,64.7645516
QuantumArithmetic.WBC2023.AddWithOp,262144,25,2162969,3638480378,5221164,60.5655024
QuantumArithmetic.WBC2023.AddWithOp,262144,50,2131493,3585537746,5100215,59.162494
QuantumArithmetic.WBC2023.AddWithOp,262144,100,2115859,3559241358,5039952,58.4634432
QuantumArithmetic.WBC2023.AddWithOp,262144,250,2106524,3543539888,5002273,58.0263668
QuantumArithmetic.WBC2023.AddWithOp,311744,3,3120915,5998765150,8312603,103.0762772
QuantumArithmetic.WBC2023.AddWithOp,311744,5,2871379,5519156958,7356593,91.2217532
QuantumArithmetic.WBC2023.AddWithOp,311744,10,2684234,5159464268,6639611,82.3311764
QuantumArithmetic.WBC2023.AddWithOp,311744,25,2571941,4326371282,6209216,72.0269056
QuantumArithmetic.WBC2023.AddWithOp,311744,50,2534512,4263415704,6065451,70.3592316
QuantumArithmetic.WBC2023.AddWithOp,311744,100,2515900,4232110320,5993780,69.527848
QuantumArithmetic.WBC2023.AddWithOp,311744,250,2504567,4213048214,5947547,68.9915452
QuantumArithmetic.WBC2023.AddWithOp,370728,3,3711068,7133039216,9885466,122.5797784
QuantumArithmetic.WBC2023.AddWithOp,370728,5,3414345,6562737610,8748676,108.4835824
QuantumArithmetic.WBC2023.AddWithOp,370728,10,3191789,6134984978,7895957,97.9098668
QuantumArithmetic.WBC2023.AddWithOp,370728,25,3058289,5878397978,7384388,91.5664112
QuantumArithmetic.WBC2023.AddWithOp,370728,50,3013778,5792847836,7213483,89.4471892
QuantumArithmetic.WBC2023.AddWithOp,370728,100,2991625,5750269770,7128242,88.3902008
QuantumArithmetic.WBC2023.AddWithOp,370728,250,2978175,5724418870,7073947,87.7169428
QuantumArithmetic.WBC2023.AddWithOp,440872,3,4412867,8481896894,11756040,145.774896
QuantumArithmetic.WBC2023.AddWithOp,440872,5,4060001,7803688442,10404035,129.010034
QuantumArithmetic.WBC2023.AddWithOp,440872,10,3795358,7295044596,9390054,116.4366696
QuantumArithmetic.WBC2023.AddWithOp,440872,25,3636555,6989825230,8781395,108.889298
QuantumArithmetic.WBC2023.AddWithOp,440872,50,3583678,6888195636,8578624,106.3749376
QuantumArithmetic.WBC2023.AddWithOp,440872,100,3557214,6837331828,8476457,105.1080668
QuantumArithmetic.WBC2023.AddWithOp,440872,250,3541535,6807196790,8414822,104.3437928
QuantumArithmetic.WBC2023.AddWithOp,524288,3,5247403,10085875086,13980443,173.3574932
QuantumArithmetic.WBC2023.AddWithOp,524288,5,4827790,9279378900,12372632,153.4206368
QuantumArithmetic.WBC2023.AddWithOp,524288,10,4513074,8674494748,11166725,138.46739
QuantumArithmetic.WBC2023.AddWithOp,524288,25,4324262,8311598084,10443134,129.4948616
QuantumArithmetic.WBC2023.AddWithOp,524288,50,4261320,8190623560,10201596,126.4997904
QuantumArithmetic.WBC2023.AddWithOp,524288,100,4229851,8130140142,10080247,124.9950628
QuantumArithmetic.WBC2023.AddWithOp,524288,250,4211380,8094638880,10008792,124.1090208
QuantumArithmetic.WBC2023.AddWithOp,623487,10,5366571,10314915982,13279662,164.6678088
QuantumArithmetic.WBC2023.AddWithOp,623487,25,5142043,9883373166,12419215,153.998266
QuantumArithmetic.WBC2023.AddWithOp,623487,100,5029771,9667586382,11987880,148.649712
QuantumArithmetic.WBC2023.AddWithOp,623487,250,5007313,9624422106,11899417,147.5527708
QuantumArithmetic.WBC2023.AddWithOp,741455,25,6114521,11752475882,14769216,183.1382784
QuantumArithmetic.WBC2023.AddWithOp,741455,100,5981059,11495961918,14256864,176.7851136
QuantumArithmetic.WBC2023.AddWithOp,741455,250,5954360,11444646440,14152197,175.4872428
QuantumArithmetic.WBC2023.AddWithOp,881744,25,7270922,13975078604,17563576,217.7883424
QuantumArithmetic.WBC2023.AddWithOp,881744,100,7112257,13670124474,16954840,210.240016
QuantumArithmetic.WBC2023.AddWithOp,881744,250,7080401,13608897242,16829967,208.6915908
QuantumArithmetic.WBC2023.AddWithOp,1048576,100,8457336,18420411008,20162460,266.144472
QuantumArithmetic.WBC2023.AddWithOp,1048576,250,8419887,18338847086,20017867,264.2358444
QuantumArithmetic.WBC2023.AddWithOp,3,0,28,35896,11,3.96e-05
QuantumArithmetic.WBC2023.AddWithOp,4,0,35,78582,9,3.24e-05
QuantumArithmetic.WBC2023.AddWithOp,5,0,42,69524,12,4.32e-05
QuantumArithmetic.WBC2023.AddWithOp,6,0,49,86338,15,5.4e-05
QuantumArithmetic.WBC2023.AddWithOp,7,0,56,164592,18,6.48e-05
QuantumArithmetic.WBC2023.AddWithOp,8,0,63,191646,21,7.56e-05
QuantumArithmetic.WBC2023.AddWithOp,10,0,77,135274,27,0.0001188
QuantumArithmetic.WBC2023.AddWithOp,11,0,84,149928,30,0.000132
QuantumArithmetic.WBC2023.AddWithOp,13,0,97,127154,36,0.0001584
QuantumArithmetic.WBC2023.AddWithOp,16,0,117,125514,45,0.000198
QuantumArithmetic.WBC2023.AddWithOp,19,0,137,130354,54,0.0002376
QuantumArithmetic.WBC2023.AddWithOp,20,0,143,138286,57,0.0002508
QuantumArithmetic.WBC2023.AddWithOp,23,0,163,136646,66,0.0002904
QuantumArithmetic.WBC2023.AddWithOp,27,0,189,142938,78,0.0003432
QuantumArithmetic.WBC2023.AddWithOp,32,0,221,158938,93,0.0004836
QuantumArithmetic.WBC2023.AddWithOp,38,0,260,172120,111,0.0005772
QuantumArithmetic.WBC2023.AddWithOp,45,0,304,186992,132,0.0006864
QuantumArithmetic.WBC2023.AddWithOp,54,0,361,206258,159,0.0008268
QuantumArithmetic.WBC2023.AddWithOp,64,0,425,288850,189,0.0009828
QuantumArithmetic.WBC2023.AddWithOp,76,0,500,314200,225,0.00117
QuantumArithmetic.WBC2023.AddWithOp,91,0,594,345972,270,0.001404
QuantumArithmetic.WBC2023.AddWithOp,108,0,700,440840,321,0.001926
QuantumArithmetic.WBC2023.AddWithOp,128,0,825,506770,381,0.002286
QuantumArithmetic.WBC2023.AddWithOp,152,0,974,564140,453,0.002718
QuantumArithmetic.WBC2023.AddWithOp,181,0,1153,644690,540,0.00324
QuantumArithmetic.WBC2023.AddWithOp,215,0,1363,739190,642,0.003852
QuantumArithmetic.WBC2023.AddWithOp,256,0,1616,853040,765,0.00459
QuantumArithmetic.WBC2023.AddWithOp,304,0,1911,1220718,909,0.0061812
QuantumArithmetic.WBC2023.AddWithOp,362,0,2267,1426486,1083,0.0073644
QuantumArithmetic.WBC2023.AddWithOp,431,0,2689,1670402,1290,0.008772
QuantumArithmetic.WBC2023.AddWithOp,512,0,3184,2029632,1533,0.0104244
QuantumArithmetic.WBC2023.AddWithOp,609,0,3776,2371808,1824,0.0124032
QuantumArithmetic.WBC2023.AddWithOp,724,0,4477,2776986,2169,0.0147492
QuantumArithmetic.WBC2023.AddWithOp,861,0,5311,3259038,2580,0.017544
QuantumArithmetic.WBC2023.AddWithOp,1024,0,6302,4712284,3069,0.0233244
QuantumArithmetic.WBC2023.AddWithOp,1218,0,7480,5562800,3651,0.0277476
QuantumArithmetic.WBC2023.AddWithOp,1448,0,8876,6570712,4341,0.0329916
QuantumArithmetic.WBC2023.AddWithOp,1722,0,10537,7769954,5163,0.0392388
QuantumArithmetic.WBC2023.AddWithOp,2048,0,12511,9195182,6141,0.0466716
QuantumArithmetic.WBC2023.AddWithOp,2435,0,14853,10975866,7302,0.0554952
QuantumArithmetic.WBC2023.AddWithOp,2896,0,17641,12988802,8685,0.066006
QuantumArithmetic.WBC2023.AddWithOp,3444,0,20953,18732546,10329,0.0867636
QuantumArithmetic.WBC2023.AddWithOp,4096,0,24891,22205862,12285,0.103194
QuantumArithmetic.WBC2023.AddWithOp,4871,0,29569,26331858,14610,0.122724
QuantumArithmetic.WBC2023.AddWithOp,5793,0,35132,31256424,17376,0.1459584
QuantumArithmetic.WBC2023.AddWithOp,6889,0,41742,37086444,20664,0.1735776
QuantumArithmetic.WBC2023.AddWithOp,8192,0,49597,44014554,24573,0.2064132
QuantumArithmetic.WBC2023.AddWithOp,9742,0,58937,62607346,29223,0.2688516
QuantumArithmetic.WBC2023.AddWithOp,11585,0,70039,74353262,34752,0.3197184
QuantumArithmetic.WBC2023.AddWithOp,13777,0,83239,88318862,41328,0.3802176
QuantumArithmetic.WBC2023.AddWithOp,16384,0,98933,104923114,49149,0.4521708
QuantumArithmetic.WBC2023.AddWithOp,19484,0,117589,124661162,58449,0.5377308
QuantumArithmetic.WBC2023.AddWithOp,23170,0,139767,148125486,69507,0.6394644
QuantumArithmetic.WBC2023.AddWithOp,27554,0,166139,176027062,82659,0.7604628
QuantumArithmetic.WBC2023.AddWithOp,32768,0,197496,247104000,98301,0.98301
QuantumArithmetic.WBC2023.AddWithOp,38968,0,234777,293705250,116901,1.16901
QuantumArithmetic.WBC2023.AddWithOp,46341,0,279102,349111500,139020,1.3902
QuantumArithmetic.WBC2023.AddWithOp,55109,0,331806,415009500,165324,1.65324
QuantumArithmetic.WBC2023.AddWithOp,65536,0,394472,493342000,196605,1.96605
QuantumArithmetic.WBC2023.AddWithOp,77936,0,468985,586483250,233805,2.33805
QuantumArithmetic.WBC2023.AddWithOp,92682,0,557585,697233250,278043,2.78043
QuantumArithmetic.WBC2023.AddWithOp,110218,0,662936,966794688,330651,3.5710308
QuantumArithmetic.WBC2023.AddWithOp,131072,0,788207,1149439806,393213,4.2467004
QuantumArithmetic.WBC2023.AddWithOp,155872,0,937168,1366624944,467613,5.0502204
QuantumArithmetic.WBC2023.AddWithOp,185364,0,1114295,1624876110,556089,6.0057612
QuantumArithmetic.WBC2023.AddWithOp,220436,0,1324918,1931964444,661305,7.142094
QuantumArithmetic.WBC2023.AddWithOp,262144,0,1575374,2297183292,786429,8.4934332
QuantumArithmetic.WBC2023.AddWithOp,311744,0,1873201,3150994082,935229,10.8486564
QuantumArithmetic.WBC2023.AddWithOp,370728,0,2227352,3746839224,1112181,12.9012996
QuantumArithmetic.WBC2023.AddWithOp,440872,0,2648486,4455186612,1322613,15.3423108
QuantumArithmetic.WBC2023.AddWithOp,524288,0,3149277,5297517074,1572861,18.2451876
